"id","lat","lng"
382582,37.1768672,-3.608897
482365,52.36461880000000235,4.93169289999999982
28403,51.9245615,4.492032399999999
1098606,52.1542113,4.491864899999999
24389,50.85132920000000212,5.70318029999999965
19880,53.2315726000000069,6.52567179999999958
436807,51.9224817,4.5140063
420178,50.84924139999999682,5.6903737999999997
22238,50.8444264,5.7156861
7818,37.8667538,-122.25909899999999
505868,52.09791479999999808,5.11686619999999959
381769,52.2934316,4.9934547
419117,48.8653063,2.3794788
23928,50.8651879,5.707368199999999
1049729,52.37165040000000005,4.90306019999999965
90872,52.06214569999999,4.235672099999999
492800,52.0624873,5.273607
41238,51.9056776,4.454951299999999
488611,51.89783940000000229,4.51041999999999987
636618,50.853433,5.6841425
22310,51.9214966,4.506075
19328,52.14884880000000322,4.44838690000000003
28257,52.0122851,4.3521148
41124,51.917448,4.526022999999999
422000,51.5665156,-0.233612
285782,51.9253559,4.4863098
1049721,53.2249692,6.5754613
270765,48.8563807,2.3880513
41784,51.9199895,4.447269599999999
442406,51.92716709999999836,4.48221709999999973
25182,51.92491219999999,4.490593
224462,41.4030564,2.1338338
381783,41.6521763,-0.879675
481742,51.90994539999999802,4.44802169999999997
900838,52.34166650000000232,4.96708610000000039
12714,53.2296466,6.5555409
512718,52.07949729999999988,5.13260109999999958
378673,48.8910475,2.338504
1144546,52.34540739999999914,4.86421939999999964
519522,52.0146034,4.3476972
505845,51.9307841,4.5087529
264170,41.3819279,2.1875969
529990,50.83585970000000032,5.69319769999999981
285573,51.9892823,4.3436688
259934,52.5497,13.41931
260185,52.25577359999999771,6.18898640000000011
13506,50.82527019999999851,5.70631759999999932
383227,39.4734299,-0.3755875
441750,51.90919259999999724,4.44037399999999938
413700,51.90770119999999821,4.24340910000000093
201844,51.9205376,4.5100435
444464,51.93267999999999773,4.50505159999999982
577771,52.06615459999999729,5.1184580000000004
382693,40.9702399,-5.661052
382013,37.39945,-5.971514
453904,52.16257710000000003,4.50053639999999966
224458,53.22065780000001,6.5263427
841036,52.32161250000001,4.953189800000001
206888,53.2272445,6.5463631
12533,51.93571889999999769,4.46632060000000042
206311,51.9205376,4.5100435
503071,53.1915692,5.7940364
133451,40.4309916,-3.720902
280398,52.5251123,13.41833
381823,37.168004,-3.602987
254577,51.935025,4.480706500000001
537608,53.2328992,6.5362899
50356,51.931192,4.4699334
402981,52.15864389999998707,4.48943780000000014
265405,52.3770923,4.8846728
498815,50.84548579999999873,5.66513529999999932
478223,51.9078095,4.4608219
442637,52.36913570000000107,4.85437069999999959
23876,52.06595899999999943,4.32286289999999962
201792,51.9341534,4.485988
381791,51.521171,-0.316725
286275,52.09306920000000218,5.09026449999999997
19405,51.99297749999999,4.3550645
249739,53.2072181,5.781835999999999
271949,52.0785339,4.3148901
508337,51.9134926,4.5224628
429151,51.92562969999998757,4.48803440000000009
228617,53.2204446,6.5665808
24624,51.692163,4.2146989
381776,52.4474743,-1.845452
1099981,50.84796850000000035,5.68866400000000016
512818,51.92681520000000006,4.48907200000000017
520857,51.8949338,4.5059083
736914,51.440562,5.471885
1144327,51.82586950000000314,5.82858260000000072
276619,48.8840627,2.3327663
382095,41.8584637,12.482769
482231,51.9138712,4.4498976
498405,53.2303906,6.538319800000001
20020,51.9224051,4.5139345
201531,51.9230743999999973,4.50495839999999959
440291,51.5737155,4.8122602
383149,39.4713107,-0.3848205
19097,50.85535260000000335,5.6589413000000004
286501,52.524411,13.4143363
